GeneId,GeneSymbol,GeneName,Svalue,Pvalue,Meta-Qvalue,sigCore
4435,CITED1,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1",40.07,3.11E-06,8.59E-04,
2879,GPX4,glutathione peroxidase 4 (phospholipid hydroperoxidase),39.61,3.79E-06,9.91E-04,
5999,RGS4,regulator of G-protein signaling 4,39.50,3.96E-06,9.91E-04,
27095,TRAPPC3,trafficking protein particle complex 3,39.54,3.90E-06,9.91E-04,
491,ATP2B2,"ATPase, Ca++ transporting, plasma membrane 2",39.53,3.93E-06,9.91E-04,
50813,COPS7A,COP9 constitutive photomorphogenic homolog subunit 7A (Arabidopsis),39.38,4.18E-06,1.02E-03,
10300,KATNB1,katanin p80 (WD repeat containing) subunit B 1,39.14,4.62E-06,1.06E-03,X
6240,RRM1,ribonucleotide reductase M1,39.20,4.52E-06,1.06E-03,
8724,SNX3,sorting nexin 3,39.16,4.59E-06,1.06E-03,
2744,GLS,glutaminase,38.98,4.95E-06,1.11E-03,
2782,GNB1,"guanine nucleotide binding protein (G protein), beta polypeptide 1",38.81,5.32E-06,1.17E-03,
8448,DOC2A,"double C2-like domains, alpha",34.28,5.93E-06,1.23E-03,
26268,FBXO9,F-box protein 9,38.60,5.84E-06,1.23E-03,
8867,SYNJ1,synaptojanin 1,38.51,6.05E-06,1.23E-03,
23530,NNT,nicotinamide nucleotide transhydrogenase,38.50,6.07E-06,1.23E-03,
9570,GOSR2,golgi SNAP receptor complex member 2,38.44,6.23E-06,1.24E-03,
10419,PRMT5,protein arginine methyltransferase 5,33.88,7.10E-06,1.31E-03,
5601,MAPK9,mitogen-activated protein kinase 9,38.18,6.97E-06,1.31E-03,
22843,PPM1E,protein phosphatase 1E (PP2C domain containing),38.08,7.27E-06,1.31E-03,
81553,FAM49A,"family with sequence similarity 49, member A",38.24,6.81E-06,1.31E-03,
535,ATP6V0A1,"ATPase, H+ transporting, lysosomal V0 subunit a1",38.07,7.31E-06,1.31E-03,
10197,PSME3,"proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)",38.12,7.14E-06,1.31E-03,
377,ARF3,ADP-ribosylation factor 3,37.98,7.58E-06,1.34E-03,
1212,CLTB,"clathrin, light chain (Lcb)",37.88,7.92E-06,1.37E-03,
57446,NDRG3,NDRG family member 3,33.54,8.27E-06,1.39E-03,
10873,ME3,"malic enzyme 3, NADP(+)-dependent, mitochondrial",37.79,8.22E-06,1.39E-03,
2274,FHL2,four and a half LIM domains 2,37.70,8.56E-06,1.42E-03,
65264,UBE2Z,ubiquitin-conjugating enzyme E2Z,33.10,1.00E-05,1.46E-03,
30819,KCNIP2,Kv channel interacting protein 2,33.15,9.81E-06,1.46E-03,
2257,FGF12,fibroblast growth factor 12,37.38,9.78E-06,1.46E-03,
5923,RASGRF1,Ras protein-specific guanine nucleotide-releasing factor 1,37.40,9.72E-06,1.46E-03,
39,ACAT2,acetyl-Coenzyme A acetyltransferase 2,37.34,9.96E-06,1.46E-03,
2115,ETV1,ets variant 1,37.38,9.80E-06,1.46E-03,
1949,EFNB3,ephrin-B3,37.49,9.35E-06,1.46E-03,
11010,GLIPR1,GLI pathogenesis-related 1,37.35,9.91E-06,1.46E-03,
6715,SRD5A1,"steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)",37.41,9.66E-06,1.46E-03,
8502,PKP4,plakophilin 4,37.29,1.02E-05,1.46E-03,
10302,SNAPC5,"small nuclear RNA activating complex, polypeptide 5, 19kDa",37.15,1.08E-05,1.49E-03,
65018,PINK1,PTEN induced putative kinase 1,37.09,1.11E-05,1.49E-03,
3097,HIVEP2,human immunodeficiency virus type I enhancer binding protein 2,37.11,1.10E-05,1.49E-03,
1725,DHPS,deoxyhypusine synthase,37.12,1.09E-05,1.49E-03,
8678,BECN1,"beclin 1, autophagy related",37.13,1.09E-05,1.49E-03,
552889,LOC552889,hypothetical protein LOC552889,36.91,1.20E-05,1.59E-03,
5058,PAK1,p21 protein (Cdc42/Rac)-activated kinase 1,36.77,1.27E-05,1.65E-03,
3423,IDS,iduronate 2-sulfatase,36.76,1.27E-05,1.65E-03,
2903,GRIN2A,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",32.46,1.33E-05,1.67E-03,
1477,CSTF1,"cleavage stimulation factor, 3' pre-RNA, subunit 1, 50kDa",36.51,1.41E-05,1.67E-03,
55109,AGGF1,angiogenic factor with G patch and FHA domains 1,36.52,1.41E-05,1.67E-03,
9908,G3BP2,GTPase activating protein (SH3 domain) binding protein 2,36.56,1.39E-05,1.67E-03,
4141,MARS,methionyl-tRNA synthetase,36.57,1.38E-05,1.67E-03,
25758,C11orf41,chromosome 11 open reading frame 41,36.53,1.41E-05,1.67E-03,
998,CDC42,"cell division cycle 42 (GTP binding protein, 25kDa)",36.53,1.41E-05,1.67E-03,
5122,PCSK1,proprotein convertase subtilisin/kexin type 1,36.65,1.33E-05,1.67E-03,
5026,P2RX5,"purinergic receptor P2X, ligand-gated ion channel, 5",36.37,1.51E-05,1.74E-03,
376267,RAB15,"RAB15, member RAS onocogene family",32.02,1.62E-05,1.76E-03,
5306,PITPNA,"phosphatidylinositol transfer protein, alpha",36.16,1.64E-05,1.76E-03,
5110,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,36.23,1.60E-05,1.76E-03,
27065,D4S234E,DNA segment on chromosome 4 (unique) 234 expressed sequence,36.26,1.58E-05,1.76E-03,
5532,PPP3CB,"protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform",36.18,1.63E-05,1.76E-03,
1175,AP2S1,"adaptor-related protein complex 2, sigma 1 subunit",36.29,1.55E-05,1.76E-03,
5176,SERPINF1,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1",36.25,1.58E-05,1.76E-03,
2193,FARSA,"phenylalanyl-tRNA synthetase, alpha subunit",36.10,1.69E-05,1.78E-03,
10955,SERINC3,serine incorporator 3,36.12,1.67E-05,1.78E-03,
10484,SEC23A,Sec23 homolog A (S. cerevisiae),36.04,1.73E-05,1.80E-03,
1183,CLCN4,chloride channel 4,35.99,1.77E-05,1.83E-03,
409,ARRB2,"arrestin, beta 2",35.92,1.82E-05,1.85E-03,
2134,EXTL1,exostoses (multiple)-like 1,35.92,1.81E-05,1.85E-03,
10531,PITRM1,pitrilysin metallopeptidase 1,31.64,1.92E-05,1.86E-03,
808,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",35.86,1.87E-05,1.86E-03,
9568,GABBR2,"gamma-aminobutyric acid (GABA) B receptor, 2",35.81,1.90E-05,1.86E-03,
52,ACP1,"acid phosphatase 1, soluble",35.81,1.90E-05,1.86E-03,
29911,HOOK2,hook homolog 2 (Drosophila),31.53,2.01E-05,1.93E-03,
81555,YIPF5,"Yip1 domain family, member 5",31.33,2.19E-05,2.05E-03,
1524,CX3CR1,chemokine (C-X3-C motif) receptor 1,35.51,2.16E-05,2.05E-03,
5518,PPP2R1A,"protein phosphatase 2 (formerly 2A), regulatory subunit A, alpha isoform",35.49,2.18E-05,2.05E-03,
7014,TERF2,telomeric repeat binding factor 2,35.41,2.25E-05,2.09E-03,
1861,TOR1A,"torsin family 1, member A (torsin A)",35.29,2.37E-05,2.16E-03,
7786,MAP3K12,mitogen-activated protein kinase kinase kinase 12,35.29,2.37E-05,2.16E-03,
4133,MAP2,microtubule-associated protein 2,35.26,2.40E-05,2.17E-03,
2785,GNG3,"guanine nucleotide binding protein (G protein), gamma 3",31.07,2.46E-05,2.20E-03,
79608,RIC3,resistance to inhibitors of cholinesterase 3 homolog (C. elegans),31.06,2.47E-05,2.20E-03,
6855,SYP,synaptophysin,35.09,2.57E-05,2.27E-03,
6327,SCN2B,"sodium channel, voltage-gated, type II, beta",35.02,2.65E-05,2.29E-03,
23349,KIAA1045,KIAA1045,34.99,2.68E-05,2.29E-03,
11137,PWP1,PWP1 homolog (S. cerevisiae),35.04,2.63E-05,2.29E-03,
4758,NEU1,sialidase 1 (lysosomal sialidase),30.83,2.73E-05,2.31E-03,
9666,DZIP3,"DAZ interacting protein 3, zinc finger",34.78,2.94E-05,2.34E-03,
1114,CHGB,chromogranin B (secretogranin 1),34.81,2.90E-05,2.34E-03,
6622,SNCA,"synuclein, alpha (non A4 component of amyloid precursor)",34.81,2.89E-05,2.34E-03,
10857,PGRMC1,progesterone receptor membrane component 1,34.86,2.83E-05,2.34E-03,
3052,HCCS,holocytochrome c synthase (cytochrome c heme-lyase),34.74,2.98E-05,2.34E-03,
10567,RABAC1,Rab acceptor 1 (prenylated),34.76,2.96E-05,2.34E-03,
9887,SMG7,"Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)",34.77,2.95E-05,2.34E-03,
956,ENTPD3,ectonucleoside triphosphate diphosphohydrolase 3,34.76,2.96E-05,2.34E-03,
,AK055386,unknown,34.83,2.87E-05,2.34E-03,
3631,INPP4A,"inositol polyphosphate-4-phosphatase, type I, 107kDa",34.63,3.12E-05,2.43E-03,
8900,CCNA1,cyclin A1,34.56,3.22E-05,2.44E-03,
10874,NMU,neuromedin U,34.56,3.22E-05,2.44E-03,
26156,RSL1D1,ribosomal L1 domain containing 1,34.55,3.23E-05,2.44E-03,
4723,NDUFV1,"NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa",34.49,3.30E-05,2.44E-03,
211,ALAS1,"aminolevulinate, delta-, synthase 1",34.51,3.29E-05,2.44E-03,
83988,NCALD,neurocalcin delta,34.47,3.34E-05,2.44E-03,
10325,RRAGB,Ras-related GTP binding B,34.48,3.33E-05,2.44E-03,
830,CAPZA2,"capping protein (actin filament) muscle Z-line, alpha 2",34.44,3.39E-05,2.46E-03,
55061,SUSD4,sushi domain containing 4,30.24,3.54E-05,2.49E-03,
894,CCND2,cyclin D2,34.34,3.53E-05,2.49E-03,
7306,TYRP1,tyrosinase-related protein 1,34.38,3.47E-05,2.49E-03,
10899,JTB,jumping translocation breakpoint,34.34,3.52E-05,2.49E-03,
8402,SLC25A11,"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11",34.27,3.63E-05,2.52E-03,
5602,MAPK10,mitogen-activated protein kinase 10,34.14,3.83E-05,2.55E-03,
8480,RAE1,RAE1 RNA export 1 homolog (S. pombe),34.15,3.81E-05,2.55E-03,
10084,PQBP1,polyglutamine binding protein 1,34.15,3.82E-05,2.55E-03,
885,CCK,cholecystokinin,34.12,3.87E-05,2.55E-03,
3301,DNAJA1,"DnaJ (Hsp40) homolog, subfamily A, member 1",34.19,3.75E-05,2.55E-03,
23552,CCRK,cell cycle related kinase,34.12,3.87E-05,2.55E-03,
6595,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",34.14,3.83E-05,2.55E-03,
782,CACNB1,"calcium channel, voltage-dependent, beta 1 subunit",34.09,3.91E-05,2.56E-03,
10327,AKR1A1,"aldo-keto reductase family 1, member A1 (aldehyde reductase)",34.00,4.06E-05,2.65E-03,
5774,PTPN3,"protein tyrosine phosphatase, non-receptor type 3",33.96,4.13E-05,2.67E-03,
7384,UQCRC1,ubiquinol-cytochrome c reductase core protein I,33.93,4.18E-05,2.68E-03,
309,ANXA6,annexin A6,33.94,4.17E-05,2.68E-03,
5799,PTPRN2,"protein tyrosine phosphatase, receptor type, N polypeptide 2",29.80,4.29E-05,2.69E-03,
2965,GTF2H1,"general transcription factor IIH, polypeptide 1, 62kDa",29.80,4.29E-05,2.69E-03,
10038,PARP2,poly (ADP-ribose) polymerase 2,33.85,4.33E-05,2.69E-03,
9581,PREPL,prolyl endopeptidase-like,33.90,4.24E-05,2.69E-03,
801,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",33.84,4.34E-05,2.69E-03,
23228,PLCL2,phospholipase C-like 2,33.86,4.30E-05,2.69E-03,
2983,GUCY1B3,"guanylate cyclase 1, soluble, beta 3",33.80,4.42E-05,2.72E-03,
8997,KALRN,"kalirin, RhoGEF kinase",33.76,4.49E-05,2.72E-03,
7360,UGP2,UDP-glucose pyrophosphorylase 2,33.74,4.53E-05,2.72E-03,
4345,CD200,CD200 molecule,33.77,4.47E-05,2.72E-03,
528,ATP6V1C1,"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1",33.75,4.51E-05,2.72E-03,
3749,KCNC4,"potassium voltage-gated channel, Shaw-related subfamily, member 4",33.70,4.61E-05,2.75E-03,
8536,CAMK1,calcium/calmodulin-dependent protein kinase I,33.64,4.71E-05,2.77E-03,
22954,TRIM32,tripartite motif-containing 32,33.64,4.71E-05,2.77E-03,
2677,GGCX,gamma-glutamyl carboxylase,33.65,4.70E-05,2.77E-03,
79012,CAMKV,CaM kinase-like vesicle-associated,29.57,4.75E-05,2.77E-03,
6844,VAMP2,vesicle-associated membrane protein 2 (synaptobrevin 2),33.45,5.11E-05,2.91E-03,
158471,PRUNE2,prune homolog 2 (Drosophila),33.45,5.12E-05,2.91E-03,
5550,PREP,prolyl endopeptidase,33.45,5.12E-05,2.91E-03,
2026,ENO2,"enolase 2 (gamma, neuronal)",33.44,5.12E-05,2.91E-03,
1635,DCTD,dCMP deaminase,33.48,5.04E-05,2.91E-03,
47,ACLY,ATP citrate lyase,33.41,5.20E-05,2.95E-03,
11258,DCTN3,dynactin 3 (p22),33.38,5.26E-05,2.96E-03,
4724,NDUFS4,"NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)",33.34,5.36E-05,2.97E-03,
287,ANK2,"ankyrin 2, neuronal",33.32,5.39E-05,2.97E-03,
1810,DR1,"down-regulator of transcription 1, TBP-binding (negative cofactor 2)",33.26,5.53E-05,3.03E-03,
9472,AKAP6,A kinase (PRKA) anchor protein 6,33.14,5.82E-05,3.16E-03,
818,CAMK2G,calcium/calmodulin-dependent protein kinase II gamma,33.12,5.86E-05,3.17E-03,
1537,CYC1,cytochrome c-1,33.08,5.97E-05,3.19E-03,
2563,GABRD,"gamma-aminobutyric acid (GABA) A receptor, delta",33.07,5.99E-05,3.19E-03,
55611,OTUB1,"OTU domain, ubiquitin aldehyde binding 1",33.09,5.94E-05,3.19E-03,
11120,BTN2A1,"butyrophilin, subfamily 2, member A1",33.02,6.10E-05,3.23E-03,
55972,SLC25A40,"solute carrier family 25, member 40",32.98,6.21E-05,3.26E-03,
,KIAA0985,unknown,28.88,6.41E-05,3.35E-03,
10439,OLFM1,olfactomedin 1,32.89,6.46E-05,3.36E-03,
10612,TRIM3,tripartite motif-containing 3,32.85,6.56E-05,3.38E-03,
8775,NAPA,"N-ethylmaleimide-sensitive factor attachment protein, alpha",32.84,6.59E-05,3.38E-03,
1173,AP2M1,"adaptor-related protein complex 2, mu 1 subunit",32.85,6.55E-05,3.38E-03,
56938,ARNTL2,aryl hydrocarbon receptor nuclear translocator-like 2,28.70,6.92E-05,3.48E-03,
4087,SMAD2,SMAD family member 2,32.72,6.92E-05,3.48E-03,
51412,ACTL6B,actin-like 6B,32.73,6.89E-05,3.48E-03,
718,C3,complement component 3,28.63,7.15E-05,3.56E-03,
5433,POLR2D,polymerase (RNA) II (DNA directed) polypeptide D,32.65,7.12E-05,3.56E-03,
25804,LSM4,"LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)",32.63,7.19E-05,3.56E-03,
88,ACTN2,"actinin, alpha 2",32.62,7.22E-05,3.56E-03,
833,CARS,cysteinyl-tRNA synthetase,32.60,7.26E-05,3.57E-03,
1428,CRYM,"crystallin, mu",32.55,7.42E-05,3.63E-03,
1006,CDH8,"cadherin 8, type 2",32.49,7.61E-05,3.69E-03,
4753,NELL2,NEL-like 2 (chicken),32.50,7.58E-05,3.69E-03,
6253,RTN2,reticulon 2,32.46,7.70E-05,3.71E-03,
4897,NRCAM,neuronal cell adhesion molecule,32.43,7.81E-05,3.75E-03,
7322,UBE2D2,"ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)",32.40,7.90E-05,3.78E-03,
55800,SCN3B,"sodium channel, voltage-gated, type III, beta",28.35,8.06E-05,3.82E-03,
2566,GABRG2,"gamma-aminobutyric acid (GABA) A receptor, gamma 2",32.31,8.19E-05,3.82E-03,
7168,TPM1,tropomyosin 1 (alpha),32.29,8.28E-05,3.82E-03,
55744,C7orf44,chromosome 7 open reading frame 44,32.31,8.20E-05,3.82E-03,
23158,TBC1D9,"TBC1 domain family, member 9 (with GRAM domain)",32.30,8.24E-05,3.82E-03,
23168,RTF1,"Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",32.32,8.15E-05,3.82E-03,
53340,SPA17,sperm autoantigenic protein 17,32.33,8.13E-05,3.82E-03,
23404,EXOSC2,exosome component 2,32.18,8.63E-05,3.93E-03,
518,ATP5G3,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)",32.20,8.58E-05,3.93E-03,
1174,AP1S1,"adaptor-related protein complex 1, sigma 1 subunit",32.19,8.61E-05,3.93E-03,
5707,PSMD1,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1",32.11,8.89E-05,4.03E-03,
10682,EBP,emopamil binding protein (sterol isomerase),32.08,9.00E-05,4.07E-03,
5527,PPP2R5C,"protein phosphatase 2, regulatory subunit B', gamma isoform",32.03,9.19E-05,4.09E-03,
10048,RANBP9,RAN binding protein 9,32.03,9.21E-05,4.09E-03,
23173,METAP1,methionyl aminopeptidase 1,32.01,9.27E-05,4.09E-03,
10540,DCTN2,dynactin 2 (p50),32.04,9.17E-05,4.09E-03,
4836,NMT1,N-myristoyltransferase 1,32.05,9.12E-05,4.09E-03,
10494,STK25,"serine/threonine kinase 25 (STE20 homolog, yeast)",32.01,9.26E-05,4.09E-03,
81533,ITFG1,integrin alpha FG-GAP repeat containing 1,27.99,9.44E-05,4.13E-03,
11212,PROSC,proline synthetase co-transcribed homolog (bacterial),31.98,9.40E-05,4.13E-03,
3084,NRG1,neuregulin 1,31.95,9.51E-05,4.14E-03,
2567,GABRG3,"gamma-aminobutyric acid (GABA) A receptor, gamma 3",31.94,9.55E-05,4.14E-03,
3897,L1CAM,L1 cell adhesion molecule,31.92,9.63E-05,4.16E-03,
8543,LMO4,LIM domain only 4,31.89,9.75E-05,4.17E-03,
3925,STMN1,stathmin 1/oncoprotein 18,31.88,9.77E-05,4.17E-03,
55117,SLC6A15,"solute carrier family 6 (neutral amino acid transporter), member 15",31.90,9.70E-05,4.17E-03,
9114,ATP6V0D1,"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1",31.85,9.89E-05,4.20E-03,
2743,GLRB,"glycine receptor, beta",31.83,9.98E-05,4.23E-03,
4720,NDUFS2,"NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)",31.82,1.00E-04,4.24E-03,
9520,NPEPPS,aminopeptidase puromycin sensitive,31.78,1.02E-04,4.29E-03,
8558,CDK10,cyclin-dependent kinase 10,31.76,1.03E-04,4.30E-03,
10652,YKT6,YKT6 v-SNARE homolog (S. cerevisiae),31.75,1.03E-04,4.31E-03,
196403,DTX3,deltex 3 homolog (Drosophila),27.71,1.07E-04,4.37E-03,
10059,DNM1L,dynamin 1-like,31.67,1.07E-04,4.37E-03,
8567,MADD,MAP-kinase activating death domain,31.70,1.05E-04,4.37E-03,
4862,NPAS2,neuronal PAS domain protein 2,31.69,1.06E-04,4.37E-03,
5510,PPP1R7,"protein phosphatase 1, regulatory (inhibitor) subunit 7",31.68,1.06E-04,4.37E-03,
783,CACNB2,"calcium channel, voltage-dependent, beta 2 subunit",31.65,1.08E-04,4.38E-03,
2319,FLOT2,flotillin 2,31.59,1.10E-04,4.48E-03,
3708,ITPR1,"inositol 1,4,5-triphosphate receptor, type 1",27.57,1.13E-04,4.50E-03,
10073,SNUPN,snurportin 1,31.54,1.13E-04,4.50E-03,
80344,WDR23,WD repeat domain 23,31.55,1.12E-04,4.50E-03,
4259,MGST3,microsomal glutathione S-transferase 3,31.56,1.12E-04,4.50E-03,
5870,RAB6A,"RAB6A, member RAS oncogene family",31.53,1.13E-04,4.50E-03,
51081,MRPS7,mitochondrial ribosomal protein S7,27.55,1.14E-04,4.52E-03,
1795,DOCK3,dedicator of cytokinesis 3,31.48,1.15E-04,4.54E-03,
22999,RIMS1,regulating synaptic membrane exocytosis 1,31.46,1.16E-04,4.56E-03,
79902,NUP85,nucleoporin 85kDa,27.50,1.17E-04,4.57E-03,
10623,POLR3C,polymerase (RNA) III (DNA directed) polypeptide C (62kD),31.43,1.18E-04,4.60E-03,
28951,TRIB2,tribbles homolog 2 (Drosophila),31.40,1.19E-04,4.62E-03,
5300,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",31.37,1.21E-04,4.68E-03,
22930,RAB3GAP1,RAB3 GTPase activating protein subunit 1 (catalytic),31.35,1.22E-04,4.69E-03,
5607,MAP2K5,mitogen-activated protein kinase kinase 5,31.33,1.23E-04,4.70E-03,
25814,ATXN10,ataxin 10,31.33,1.23E-04,4.70E-03,
5800,PTPRO,"protein tyrosine phosphatase, receptor type, O",31.30,1.24E-04,4.73E-03,
10133,OPTN,optineurin,31.29,1.25E-04,4.74E-03,
1737,DLAT,dihydrolipoamide S-acetyltransferase,31.28,1.25E-04,4.74E-03,
1124,CHN2,chimerin (chimaerin) 2,31.26,1.26E-04,4.75E-03,
4884,NPTX1,neuronal pentraxin I,31.26,1.26E-04,4.75E-03,
5573,PRKAR1A,"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)",31.24,1.27E-04,4.75E-03,
6183,MRPS12,mitochondrial ribosomal protein S12,31.24,1.27E-04,4.75E-03,
9063,PIAS2,"protein inhibitor of activated STAT, 2",31.23,1.28E-04,4.75E-03,
7345,UCHL1,ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase),31.22,1.28E-04,4.76E-03,
9331,B4GALT6,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6",31.20,1.29E-04,4.79E-03,
4201,MEA1,male-enhanced antigen 1,31.18,1.30E-04,4.80E-03,
1032,CDKN2D,"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)",31.15,1.32E-04,4.81E-03,
9334,B4GALT5,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5",31.16,1.31E-04,4.81E-03,
56834,GPR137,G protein-coupled receptor 137,27.19,1.33E-04,4.84E-03,
6734,SRPR,signal recognition particle receptor (docking protein),31.11,1.34E-04,4.86E-03,
4809,NHP2L1,NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae),31.11,1.35E-04,4.86E-03,
25830,SULT4A1,"sulfotransferase family 4A, member 1",31.06,1.37E-04,4.93E-03,
9690,UBE3C,ubiquitin protein ligase E3C,31.03,1.39E-04,4.97E-03,
22986,SORCS3,sortilin-related VPS10 domain containing receptor 3,31.01,1.40E-04,5.01E-03,
4708,NDUFB2,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa",27.04,1.42E-04,5.06E-03,
7204,TRIO,triple functional domain (PTPRF interacting),30.96,1.43E-04,5.06E-03,
6597,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",30.92,1.45E-04,5.14E-03,
10370,CITED2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",30.90,1.46E-04,5.14E-03,
23157,SEPT6,septin 6,30.90,1.46E-04,5.14E-03,
54472,TOLLIP,toll interacting protein,26.95,1.48E-04,5.15E-03,
27034,ACAD8,"acyl-Coenzyme A dehydrogenase family, member 8",26.96,1.47E-04,5.15E-03,
22920,KIFAP3,kinesin-associated protein 3,30.87,1.48E-04,5.15E-03,
1780,DYNC1I1,"dynein, cytoplasmic 1, intermediate chain 1",30.87,1.48E-04,5.15E-03,
51807,TUBA8,"tubulin, alpha 8",26.91,1.51E-04,5.17E-03,
291,SLC25A4,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4",30.85,1.50E-04,5.17E-03,
27069,GHITM,growth hormone inducible transmembrane protein,30.82,1.51E-04,5.17E-03,
5594,MAPK1,mitogen-activated protein kinase 1,30.84,1.50E-04,5.17E-03,
60682,SMAP1,small ArfGAP 1,30.79,1.53E-04,5.24E-03,
90627,STARD13,StAR-related lipid transfer (START) domain containing 13,30.76,1.55E-04,5.25E-03,
10724,MGEA5,meningioma expressed antigen 5 (hyaluronidase),30.75,1.56E-04,5.27E-03,
