GeneId,GeneSymbol,GeneName,Svalue,Pvalue,Meta-Qvalue,sigCore
783,CACNB2,"calcium channel, voltage-dependent, beta 2 subunit",89.61,3.98604930792029E-10,0.000000109,X
2782,GNB1,"guanine nucleotide binding protein (G protein), beta polypeptide 1",89.48,4.19741416855895E-10,0.000000113,X
885,CCK,cholecystokinin,89.47,4.21417763162840E-10,0.000000113,X
9063,PIAS2,"protein inhibitor of activated STAT, 2",89.32,4.47136339602890E-10,0.000000116,X
8724,SNX3,sorting nexin 3,89.33,4.45867988145122E-10,0.000000116,X
1006,CDH8,"cadherin 8, type 2",89.26,4.57385896089576E-10,0.000000118,X
23026,MYO16,myosin XVI,89.24,4.61770270078993E-10,0.000000118,X
5923,RASGRF1,Ras protein-specific guanine nucleotide-releasing factor 1,89.16,4.75275240123635E-10,0.00000012,X
5368,PNOC,prepronociceptin,89.12,4.83327335216430E-10,0.000000121,X
9315,C5orf13,chromosome 5 open reading frame 13,77.31,5.06778177136296E-10,0.000000125,X
4753,NELL2,NEL-like 2 (chicken),88.82,5.44821067700343E-10,0.000000133,X
23531,MMD,monocyte to macrophage differentiation-associated,88.8,5.47652630517033E-10,0.000000133,X
5713,PSMD7,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7",88.78,5.53092942166293E-10,0.000000133,X
8507,ENC1,ectodermal-neural cortex (with BTB-like domain),88.75,5.59670651103783E-10,0.000000133,X
7881,KCNAB1,"potassium voltage-gated channel, shaker-related subfamily, beta member 1",88.54,6.06840897105173E-10,0.000000143,X
7326,UBE2G1,"ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)",88.47,6.23887604637865E-10,0.000000146,X
5127,PCTK1,PCTAIRE protein kinase 1,88.41,6.38092852479240E-10,0.000000148,X
11142,PKIG,"protein kinase (cAMP-dependent, catalytic) inhibitor gamma",88.39,6.44285857105855E-10,0.000000148,X
6252,RTN1,reticulon 1,88.29,6.69187411685443E-10,0.000000152,X
57569,ARHGAP20,Rho GTPase activating protein 20,63.73,7.07736713310960E-10,0.000000158,X
6861,SYT5,synaptotagmin V,88.16,7.02302736109122E-10,0.000000158,X
8437,RASAL1,RAS protein activator like 1 (GAP1 like),80.41,7.25221005656484E-10,0.000000161,X
10368,CACNG3,"calcium channel, voltage-dependent, gamma subunit 3",88.01,7.44577170837577E-10,0.000000162,X
1620,DBC1,deleted in bladder cancer 1,87.93,7.70166342619090E-10,0.000000166,X
10645,CAMKK2,"calcium/calmodulin-dependent protein kinase kinase 2, beta",87.84,7.96569190395977E-10,0.00000017,X
114786,XKR4,"XK, Kell blood group complex subunit-related family, member 4",67.83,8.13194800993343E-10,0.000000172,X
219771,CCNY,cyclin Y,63.12,9.25037185218330E-10,0.000000191,X
57180,ACTR3B,ARP3 actin-related protein 3 homolog B (yeast),79.84,9.14271199956920E-10,0.000000191,X
8997,KALRN,"kalirin, RhoGEF kinase",87.46,9.24814949651333E-10,0.000000191,X
7781,SLC30A3,"solute carrier family 30 (zinc transporter), member 3",87.25,1.00221694742692E-09,0.000000206,X
252839,TMEM9,transmembrane protein 9,62.81,1.06221576623350E-09,0.000000214,X
150,ADRA2A,"adrenergic, alpha-2A-, receptor",87.12,1.05405810026832E-09,0.000000214,X
2775,GNAO1,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O",86.9,1.14837925266005E-09,0.00000023,X
9547,CXCL14,chemokine (C-X-C motif) ligand 14,79.13,1.21646656312459E-09,0.000000242,
2890,GRIA1,"glutamate receptor, ionotropic, AMPA 1",86.58,1.29806652395853E-09,0.000000256,X
1428,CRYM,"crystallin, mu",86.45,1.36502985664964E-09,0.000000267,X
23760,PITPNB,"phosphatidylinositol transfer protein, beta",86.41,1.39094145352211E-09,0.00000027,X
282974,STK32C,serine/threonine kinase 32C,62.15,1.41607416238168E-09,0.000000273,X
10633,RASL10A,"RAS-like, family 10, member A",82.54,1.44586645610071E-09,0.000000274,X
10652,YKT6,YKT6 v-SNARE homolog (S. cerevisiae),86.08,1.57723862243418E-09,0.000000297,X
57542,KLHDC5,kelch domain containing 5,61.84,1.62545015146558E-09,0.000000304,X
2917,GRM7,"glutamate receptor, metabotropic 7",85.85,1.72682704105126E-09,0.000000318,X
5475,PPEF1,"protein phosphatase, EF-hand calcium binding domain 1",85.85,1.72422032507808E-09,0.000000318,X
572,BAD,BCL2-associated agonist of cell death,85.68,1.84385403785753E-09,0.000000337,X
1400,CRMP1,collapsin response mediator protein 1,85.6,1.90012027652733E-09,0.000000345,X
9570,GOSR2,golgi SNAP receptor complex member 2,85.41,2.04833409366990E-09,0.000000369,X
27445,PCLO,piccolo (presynaptic cytomatrix protein),85.22,2.19674781302824E-09,0.00000039,X
54536,EXOC6,exocyst complex component 6,61.11,2.23113993519614E-09,0.000000393,X
80757,TMEM121,transmembrane protein 121,77.6,2.24155541599874E-09,0.000000393,X
132332,TMEM155,transmembrane protein 155,60.87,2.47507141548160E-09,0.000000431,X
10874,NMU,neuromedin U,84.62,2.77197229341861E-09,0.000000476,X
5580,PRKCD,"protein kinase C, delta",84.49,2.91798794704828E-09,0.000000498,X
6751,SSTR1,somatostatin receptor 1,76.73,3.17693182839389E-09,0.000000538,X
7322,UBE2D2,"ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)",84.2,3.25348112769473E-09,0.000000547,X
6750,SST,somatostatin,80.43,3.31994882643434E-09,0.000000555,X
66036,MTMR9,myotubularin related protein 9,84.08,3.41600393286122E-09,0.000000567,X
114900,C1QTNF4,C1q and tumor necrosis factor related protein 4,60.1,3.46745245440523E-09,0.000000572,X
10440,TIMM17A,translocase of inner mitochondrial membrane 17 homolog A (yeast),83.99,3.53164913796907E-09,0.000000575,X
758,MPPED1,metallophosphoesterase domain containing 1,84,3.52055472246892E-09,0.000000575,X
8745,ADAM23,ADAM metallopeptidase domain 23,83.92,3.62652070588790E-09,0.000000587,X
533,ATP6V0B,"ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b",83.9,3.66009586429875E-09,0.000000588,X
53335,BCL11A,B-cell CLL/lymphoma 11A (zinc finger protein),83.85,3.73476648987725E-09,0.000000597,X
5518,PPP2R1A,"protein phosphatase 2 (formerly 2A), regulatory subunit A, alpha isoform",83.55,4.19024341393931E-09,0.000000665,X
23228,PLCL2,phospholipase C-like 2,83.43,4.37405851657817E-09,0.000000686,X
57142,RTN4,reticulon 4,83.4,4.42438093086215E-09,0.000000689,X
1810,DR1,"down-regulator of transcription 1, TBP-binding (negative cofactor 2)",79.48,4.80218524623073E-09,0.000000734,X
4133,MAP2,microtubule-associated protein 2,83.16,4.85495659811034E-09,0.000000738,X
5594,MAPK1,mitogen-activated protein kinase 1,83.13,4.91454761689293E-09,0.000000743,X
9673,SLC25A44,"solute carrier family 25, member 44",83.02,5.12196536918246E-09,0.000000769,X
6715,SRD5A1,"steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)",79.14,5.48226729944557E-09,0.000000819,X
1525,CXADR,coxsackie virus and adenovirus receptor,58.98,5.63756631973133E-09,0.000000833,X
23158,TBC1D9,"TBC1 domain family, member 9 (with GRAM domain)",82.64,5.93508477964525E-09,0.000000871,X
6301,SARS,seryl-tRNA synthetase,82.61,5.98981796177854E-09,0.000000874,X
10681,GNB5,"guanine nucleotide binding protein (G protein), beta 5",82.57,6.08869062481564E-09,0.000000878,X
7991,TUSC3,tumor suppressor candidate 3,82.42,6.43828090934246E-09,0.000000923,X
283209,PGM2L1,phosphoglucomutase 2-like 1,58.63,6.57881368764383E-09,0.000000938,X
1268,CNR1,cannabinoid receptor 1 (brain),82.26,6.85958846490635E-09,0.000000972,X
3265,HRAS,v-Ha-ras Harvey rat sarcoma viral oncogene homolog,82.2,7.01826009563745E-09,0.000000989,X
9568,GABBR2,"gamma-aminobutyric acid (GABA) B receptor, 2",78.49,7.06613141605242E-09,0.000000991,X
3785,KCNQ2,"potassium voltage-gated channel, KQT-like subfamily, member 2",82.15,7.14692984754396E-09,0.000000996,X
2048,EPHB2,EPH receptor B2,82.1,7.28018240682821E-09,0.00000101,X
552889,LOC552889,hypothetical protein LOC552889,78.36,7.43340433029783E-09,0.00000103,X
51143,DYNC1LI1,"dynein, cytoplasmic 1, light intermediate chain 1",74.5,7.70392837881975E-09,0.00000106,X
9143,SYNGR3,synaptogyrin 3,81.84,8.03611714355102E-09,0.00000109,X
2257,FGF12,fibroblast growth factor 12,81.82,8.10783952771465E-09,0.00000109,X
23507,LRRC8B,"leucine rich repeat containing 8 family, member B",81.81,8.15687054225380E-09,0.00000109,X
55359,STYK1,serine/threonine/tyrosine kinase 1,74.3,8.33576113876748E-09,0.00000111,X
26059,ERC2,ELKS/RAB6-interacting/CAST family member 2,81.71,8.45999095056291E-09,0.00000112,X
9587,MAD2L1BP,MAD2L1 binding protein,81.69,8.53757661069191E-09,0.00000113,X
6595,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",81.57,8.92830727029154E-09,0.00000117,X
2281,FKBP1B,"FK506 binding protein 1B, 12.6 kDa",81.47,9.28040853732287E-09,0.00000121,X
3084,NRG1,neuregulin 1,81.34,9.72607666790062E-09,0.00000127,X
84259,DCUN1D5,"DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)",57.68,9.93645507264975E-09,0.00000128,X
3763,KCNJ6,"potassium inwardly-rectifying channel, subfamily J, member 6",81.29,9.93291118015878E-09,0.00000128,X
287,ANK2,"ankyrin 2, neuronal",81.21,1.02437413318984E-08,0.00000131,X
10055,SAE1,SUMO1 activating enzyme subunit 1,61.85,1.03561974663562E-08,0.00000132,X
1508,CTSB,cathepsin B,73.56,1.12032491693461E-08,0.00000142,X
377,ARF3,ADP-ribosylation factor 3,80.79,1.19849715125156E-08,0.00000151,X
784,CACNB3,"calcium channel, voltage-dependent, beta 3 subunit",77.09,1.21521656264855E-08,0.00000152,X
7280,TUBB2A,"tubulin, beta 2A",80.73,1.23037612933425E-08,0.00000152,X
51382,ATP6V1D,"ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D",80.72,1.23249538322641E-08,0.00000152,X
1994,ELAVL1,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)",80.58,1.30168702579772E-08,0.00000159,X
5179,PENK,proenkephalin,76.81,1.35447733107177E-08,0.00000165,X
2849,GPR26,G protein-coupled receptor 26,56.91,1.38764877142415E-08,0.00000167,X
770,CA11,carbonic anhydrase XI,80.41,1.38719731002719E-08,0.00000167,X
27324,TOX3,TOX high mobility group box family member 3,80.42,1.38123797258616E-08,0.00000167,X
8723,SNX4,sorting nexin 4,80.27,1.46459910103485E-08,0.00000175,X
2847,MCHR1,melanin-concentrating hormone receptor 1,72.85,1.48092892191065E-08,0.00000176,X
23185,LARP5,"La ribonucleoprotein domain family, member 5",80.2,1.50423343558997E-08,0.00000178,X
4345,CD200,CD200 molecule,80.19,1.51034006244739E-08,0.00000178,X
8543,LMO4,LIM domain only 4,80.03,1.60218865243655E-08,0.00000188,X
1804,DPP6,dipeptidyl-peptidase 6,79.89,1.68969647423011E-08,0.00000197,X
9114,ATP6V0D1,"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1",79.89,1.69144064836366E-08,0.00000197,X
23180,RFTN1,"raftlin, lipid raft linker 1",79.86,1.70886606260163E-08,0.00000198,X
6197,RPS6KA3,"ribosomal protein S6 kinase, 90kDa, polypeptide 3",79.75,1.78110615342035E-08,0.00000205,X
148808,MFSD4,major facilitator superfamily domain containing 4,56.21,1.87516593943728E-08,0.00000213,X
6327,SCN2B,"sodium channel, voltage-gated, type II, beta",79.62,1.86772147534328E-08,0.00000213,X
2258,FGF13,fibroblast growth factor 13,79.62,1.87097511936044E-08,0.00000213,X
7320,UBE2B,ubiquitin-conjugating enzyme E2B (RAD6 homolog),75.85,1.96348920610538E-08,0.00000219,X
7436,VLDLR,very low density lipoprotein receptor,75.85,1.96711565667433E-08,0.00000219,X
4857,NOVA1,neuro-oncological ventral antigen 1,79.48,1.96898781360088E-08,0.00000219,X
9399,STOML1,stomatin (EPB72)-like 1,79.5,1.96141884102338E-08,0.00000219,X
57574,MARCH4,membrane-associated ring finger (C3HC4) 4,56.07,1.99207553386111E-08,0.0000022,X
55041,PLEKHB2,"pleckstrin homology domain containing, family B (evectins) member 2",79.46,1.99015051140961E-08,0.0000022,X
11007,CCDC85B,coiled-coil domain containing 85B,79.43,2.01243373834833E-08,0.00000221,X
23109,DDN,dendrin,79.28,2.13130743620510E-08,0.00000232,X
5601,MAPK9,mitogen-activated protein kinase 9,79.25,2.15382075699419E-08,0.00000233,X
4826,NNAT,neuronatin,79.24,2.16385390718035E-08,0.00000233,X
88745,C6orf153,chromosome 6 open reading frame 153,55.78,2.25455446515290E-08,0.00000242,X
887,CCKBR,cholecystokinin B receptor,79.1,2.28091511172816E-08,0.00000242,X
119,ADD2,adducin 2 (beta),79.1,2.27970853377101E-08,0.00000242,X
5026,P2RX5,"purinergic receptor P2X, ligand-gated ion channel, 5",79.02,2.34326002007245E-08,0.00000247,X
10658,CUGBP1,"CUG triplet repeat, RNA binding protein 1",78.94,2.41434281683114E-08,0.00000253,X
57554,LRRC7,leucine rich repeat containing 7,75.3,2.42724086265166E-08,0.00000253,X
3049,HBQ1,"hemoglobin, theta 1",71.56,2.45196908275877E-08,0.00000255,
8882,ZNF259,zinc finger protein 259,51.09,2.52315850292003E-08,0.00000261,
1780,DYNC1I1,"dynein, cytoplasmic 1, intermediate chain 1",78.73,2.62302082561926E-08,0.0000027,X
149175,MANEAL,"mannosidase, endo-alpha-like",55.37,2.69456707851479E-08,0.00000273,X
80762,NDFIP1,Nedd4 family interacting protein 1,71.31,2.71276562960096E-08,0.00000273,X
2170,FABP3,"fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)",78.66,2.68459714712123E-08,0.00000273,X
23518,R3HDM1,R3H domain containing 1,78.64,2.70646070451978E-08,0.00000273,X
57110,HRASLS,HRAS-like suppressor,71.21,2.81781591466897E-08,0.00000281,X
56005,C19orf10,chromosome 19 open reading frame 10,78.53,2.82621412793718E-08,0.00000281,X
113802,C1orf59,chromosome 1 open reading frame 59,55.21,2.88367441057155E-08,0.00000284,X
5165,PDK3,"pyruvate dehydrogenase kinase, isozyme 3",78.42,2.94191787748508E-08,0.00000289,X
80758,PRR7,proline rich 7 (synaptic),71.07,2.97226106275810E-08,0.00000291,X
3777,KCNK3,"potassium channel, subfamily K, member 3",78.33,3.04657732752716E-08,0.00000297,X
126792,B3GALT6,"UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6",55.03,3.11390152720803E-08,0.00000301,X
6866,TAC3,tachykinin 3,59.24,3.10479661848510E-08,0.00000301,X
4628,MYH10,"myosin, heavy chain 10, non-muscle",78.22,3.17628149782853E-08,0.00000306,X
25859,PART1,prostate androgen-regulated transcript 1,78.21,3.18947073563241E-08,0.00000306,X
7905,REEP5,receptor accessory protein 5,78.15,3.26035503919299E-08,0.00000309,X
6483,ST3GAL2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",78.16,3.23990004260817E-08,0.00000309,
808,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",78.13,3.27977246569236E-08,0.0000031,X
148014,TTC9B,tetratricopeptide repeat domain 9B,54.88,3.32791451663039E-08,0.00000313,X
961,CD47,CD47 molecule,74.42,3.39986368002508E-08,0.00000318,X
9371,KIF3B,kinesin family member 3B,77.99,3.45322317576027E-08,0.00000322,X
2823,GPM6A,glycoprotein M6A,77.97,3.48278965574125E-08,0.00000323,X
23236,PLCB1,"phospholipase C, beta 1 (phosphoinositide-specific)",77.95,3.50893759485823E-08,0.00000324,X
52,ACP1,"acid phosphatase 1, soluble",74.28,3.59154343958824E-08,0.00000331,X
7533,YWHAH,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",77.88,3.61163227483337E-08,0.00000331,X
3775,KCNK1,"potassium channel, subfamily K, member 1",77.87,3.62295136589427E-08,0.00000331,X
11230,PRAF2,"PRA1 domain family, member 2",77.78,3.74486833554767E-08,0.0000034,X
10777,ARPP-21,"cyclic AMP-regulated phosphoprotein, 21 kD",70.38,3.90121452620705E-08,0.0000035,X
2043,EPHA4,EPH receptor A4,74.06,3.90039934779065E-08,0.0000035,X
23031,MAST3,microtubule associated serine/threonine kinase 3,77.58,4.04024004948404E-08,0.00000362,X
26050,SLITRK5,"SLIT and NTRK-like family, member 5",77.54,4.09487197764063E-08,0.00000364,X
998,CDC42,"cell division cycle 42 (GTP binding protein, 25kDa)",77.42,4.29251626860227E-08,0.0000038,X
1716,DGUOK,deoxyguanosine kinase,77.34,4.41294600114725E-08,0.00000387,X
55816,DOK5,docking protein 5,77.34,4.41160156487881E-08,0.00000387,X
5134,PDCD2,programmed cell death 2,66.26,4.45797489406379E-08,0.00000389,X
1212,CLTB,"clathrin, light chain (Lcb)",77.27,4.52968989641225E-08,0.00000394,X
8502,PKP4,plakophilin 4,77.23,4.60277772512584E-08,0.00000399,X
114798,SLITRK1,"SLIT and NTRK-like family, member 1",54.09,4.66147651268021E-08,0.00000401,X
4684,NCAM1,neural cell adhesion molecule 1,77.19,4.67282609027253E-08,0.00000401,X
7345,UCHL1,ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase),77.19,4.66935074569259E-08,0.00000401,X
84247,LDOC1L,"leucine zipper, down-regulated in cancer 1-like",54.01,4.83259697155609E-08,0.00000412,X
5019,OXCT1,3-oxoacid CoA transferase 1,77.1,4.82574223266857E-08,0.00000412,X
4978,OPCML,opioid binding protein/cell adhesion molecule-like,77.08,4.87001239180529E-08,0.00000413,X
1457,CSNK2A1,"casein kinase 2, alpha 1 polypeptide",77.07,4.88297524292397E-08,0.00000413,X
10109,ARPC2,"actin related protein 2/3 complex, subunit 2, 34kDa",76.98,5.05805592717863E-08,0.00000427,X
9229,DLGAP1,"discs, large (Drosophila) homolog-associated protein 1",76.93,5.15240199248302E-08,0.00000433,X
25804,LSM4,"LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)",76.9,5.20044232298923E-08,0.00000436,X
65055,REEP1,receptor accessory protein 1,76.75,5.51581391179678E-08,0.00000459,X
7390,UROS,uroporphyrinogen III synthase,76.46,6.13999036247350E-08,0.0000051,X
4692,NDN,necdin homolog (mouse),69.17,6.22967124008506E-08,0.00000513,X
55860,ACTR10,actin-related protein 10 homolog (S. cerevisiae),69.17,6.23799346601724E-08,0.00000513,X
5099,PCDH7,protocadherin 7,76.41,6.24701057300388E-08,0.00000513,X
10092,ARPC5,"actin related protein 2/3 complex, subunit 5, 16kDa",72.67,6.63582461861950E-08,0.00000544,X
2901,GRIK5,"glutamate receptor, ionotropic, kainate 5",76.22,6.71462476501830E-08,0.00000548,X
81706,PPP1R14C,"protein phosphatase 1, regulatory (inhibitor) subunit 14C",53.21,6.81926284303427E-08,0.00000555,X
60558,GUF1,GUF1 GTPase homolog (S. cerevisiae),68.85,7.05611751607403E-08,0.00000573,X
26017,FAM32A,"family with sequence similarity 32, member A",65.1,7.08682475070991E-08,0.00000573,X
51560,RAB6B,"RAB6B, member RAS oncogene family",75.95,7.42594324876453E-08,0.00000599,X
347730,LRRTM1,leucine rich repeat transmembrane neuronal 1,52.99,7.46300585452336E-08,0.000006,X
149951,COMMD7,COMM domain containing 7,52.91,7.75374708776682E-08,0.00000619,X
